date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:32:33	40/40	---M--	200	added ('OK')	application/javascript	etag:%2228-5d6272e0771b0%22	http://localhost/wp/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.5.2	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script16b9.js	(from http://localhost/wp/utama/)
22:32:33	6018/6018	---M--	200	added ('OK')	application/javascript	etag:%221782-5c628affae440%22	http://localhost/wp/wp-content/themes/twentytwentyone/assets/js/primary-navigation.js?ver=1.4	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/themes/twentytwentyone/assets/js/primary-navigationad05.js	(from http://localhost/wp/utama/)
22:32:34	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5b83cfce57d00%22	http://localhost/wp/wp-includes/js/wp-embed.min.js?ver=5.8.3	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-includes/js/wp-embed.minc8d8.js	(from http://localhost/wp/utama/)
22:32:35	4965/4965	---M--	200	added ('OK')	application/javascript	etag:%221365-5d62356cfa935%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.5.2	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min49eb.js	(from http://localhost/wp/utama/)
22:32:36	4905/4905	---M--	200	added ('OK')	application/javascript	etag:%221329-5d62358ee3f85%22	http://localhost/wp/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.5.3	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor/assets/js/webpack.runtime.min1aae.js	(from http://localhost/wp/utama/)
22:32:39	14235/14235	---M--	200	added ('OK')	application/javascript	etag:%22379b-5d62358eb5129%22	http://localhost/wp/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.5.3	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor/assets/js/frontend-modules.min1aae.js	(from http://localhost/wp/utama/)
22:32:39	192750/192750	---MC-	200	added ('OK')	application/json	date:Sat,%2022%20Jan%202022%2015:32:09%20GMT	http://localhost/wp/wp-json/wp/v2/pages/45	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-json/wp/v2/pages/45.json	(from http://localhost/wp/utama/)
22:32:41	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5d62358fd32de%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/wp/utama/)
22:32:42	20293/20293	---M--	200	added ('OK')	application/javascript	etag:%224f45-5d62356cbd721%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.5.2	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor-pro/assets/js/frontend.min49eb.js	(from http://localhost/wp/utama/)
22:32:45	20787/20787	---M--	200	added ('OK')	application/javascript	etag:%225133-5bdd334ac27c0%22	http://localhost/wp/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-includes/js/jquery/ui/core.min35d0.js	(from http://localhost/wp/utama/)
22:32:48	90986/90986	---M--	200	added ('OK')	application/javascript	etag:%221636a-5d6272b8cbe6f%22	http://localhost/wp/wp-content/plugins/elementskit/modules/parallax/assets/js/parallax-frontend-scripts.js?ver=2.6.0	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit/modules/parallax/assets/js/parallax-frontend-scriptsd315.js	(from http://localhost/wp/utama/)
22:32:48	36881/36881	---M--	200	added ('OK')	application/javascript	etag:%229011-5d62358ebab02%22	http://localhost/wp/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.5.3	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor/assets/js/frontend.min1aae.js	(from http://localhost/wp/utama/)
22:32:49	810/810	---M--	200	added ('OK')	application/javascript	etag:%2232a-5d6272e1368f3%22	http://localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.5.2	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle16b9.js	(from http://localhost/wp/utama/)
22:32:49	24284/24284	---M--	200	added ('OK')	application/javascript	etag:%225edc-5d62356cb0280%22	http://localhost/wp/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.5.2	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min49eb.js	(from http://localhost/wp/utama/)
22:32:51	16302/16302	---M--	200	added ('OK')	application/javascript	etag:%223fae-5d6272e14ab71%22	http://localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.5.2	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor16b9.js	(from http://localhost/wp/utama/)
22:32:52	19223/19223	---M--	200	added ('OK')	application/javascript	etag:%224b17-5d6272b91ea46%22	http://localhost/wp/wp-content/plugins/elementskit/widgets/init/assets/js/elementor.js?ver=2.6.0	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit/widgets/init/assets/js/elementord315.js	(from http://localhost/wp/utama/)
22:32:54	7025/7025	---M--	200	added ('OK')	application/javascript	etag:%221b71-5d6272b8d5ab8%22	http://localhost/wp/wp-content/plugins/elementskit/modules/sticky-content/assets/js/elementskit-sticky-content.js?ver=2.6.0	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit/modules/sticky-content/assets/js/elementskit-sticky-contentd315.js	(from http://localhost/wp/utama/)
22:32:55	7497/7497	---M--	200	added ('OK')	application/javascript	etag:%221d49-5d6272b8cbe6f%22	http://localhost/wp/wp-content/plugins/elementskit/modules/parallax/assets/js/parallax-admin-scripts.js?ver=2.6.0	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit/modules/parallax/assets/js/parallax-admin-scriptsd315.js	(from http://localhost/wp/utama/)
22:32:56	146284/146284	---M--	200	added ('OK')	application/javascript	etag:%2223b6c-5d6272e152879%22	http://localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.5.2	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts16b9.js	(from http://localhost/wp/utama/)
22:32:57	12636/12636	---M--	200	added ('OK')	application/javascript	etag:%22315c-5d6242785b040%22	http://localhost/wp/wp-content/plugins/powerpack-elements/assets/js/pp-bg-effects.js?ver=1.0.0	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/powerpack-elements/assets/js/pp-bg-effects8a54.js	(from http://localhost/wp/utama/)
22:32:59	69803/69803	---M--	200	added ('OK')	application/javascript	etag:%22110ab-5d62410df4e08%22	http://localhost/wp/wp-content/plugins/jet-elements/assets/js/jet-elements.min.js?ver=2.6.1	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/jet-elements/assets/js/jet-elements.minc141.js	(from http://localhost/wp/utama/)
22:33:11	81626/81626	---M--	200	added ('OK')	image/png	etag:%2213eda-5d62410de0f24%22	http://localhost/wp/wp-content/plugins/jet-elements/assets/images/dummy-map.png	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/jet-elements/assets/images/dummy-map.png	(from http://localhost/wp/wp-content/plugins/jet-elements/assets/css/jet-elements.css?ver=2.6.1)
22:33:13	139153/139153	---M--	200	added ('OK')	application/javascript	etag:%2221f91-5d62358fc86fb%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=2.5.2	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor/assets/lib/swiper/swiper.min16b9.js	(from http://localhost/wp/utama/)
22:33:26	91472/91472	---M--	200	added ('OK')	font/woff2	etag:%2216550-5d62358f1bb5e%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.13.0	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff2	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
22:33:32	112104/112104	---M--	200	added ('OK')	font/woff	etag:%221b5e8-5d62358f1a7d5%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.13.0	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
22:33:32	313411/313411	---M--	200	added ('OK')	image/svg+xml	etag:%224c843-5d62358f19064%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.13.0	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.svg	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
22:33:33	208060/208060	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2232cbc-5d62358f184ac%22	http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.13.0	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.eot	(from http://localhost/wp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
22:33:33	201/201	---M--	200	added ('OK')	image/png	etag:%22c9-5d6272e132a6f%22	http://localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from http://localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.5.2)
22:33:34	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-5d6272e1349b0%22	http://localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	C:/My%20Web%20Sites/cryptometaio/localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from http://localhost/wp/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.5.2)
